,mouse_id,region,treatment,sex,time,density
17372,11,CU,saline,M,1h,0.0
17373,12,CU,morphine,M,1h,24.015081471163892
17374,13,CU,saline,M,4h,3.0018851838954865
17375,14,CU,morphine,M,1h,6.003770367790973
17376,15,CU,morphine,F,4h,147.09237401087884
17377,16,CU,saline,F,4h,21.013196287268407
17378,17,CU,morphine,M,1h,21.013196287268407
17379,18,CU,saline,M,1h,57.035818494014244
17380,19,CU,morphine,F,1h,9.00565555168646
17381,20,CU,morphine,F,1h,12.007540735581946
17382,21,CU,morphine,F,1h,3.0018851838954865
17383,22,CU,morphine,M,4h,198.1244221371021
17384,23,CU,morphine,M,4h,3.0018851838954865
17385,24,CU,saline,F,1h,0.0
17386,25,CU,saline,F,4h,0.0
17387,26,CU,saline,F,4h,6.003770367790973
17388,0,GR,morphine,M,1h,0.0
17389,1,GR,morphine,M,4h,0.0
17390,2,GR,saline,M,1h,0.0
17391,3,GR,saline,M,4h,12.25129863765559
17392,4,GR,morphine,F,4h,0.0
17393,5,GR,saline,F,4h,0.0
17394,6,GR,morphine,M,1h,12.25129863765559
17395,7,GR,morphine,M,4h,0.0
17396,8,GR,saline,M,4h,0.0
17397,9,GR,morphine,F,4h,0.0
17398,10,GR,saline,F,1h,0.0
17399,11,GR,saline,M,1h,0.0
17400,12,GR,morphine,M,1h,0.0
17401,13,GR,saline,M,4h,0.0
17402,14,GR,morphine,M,1h,0.0
17403,15,GR,morphine,F,4h,477.80064686856804
17404,16,GR,saline,F,4h,0.0
17405,17,GR,morphine,M,1h,61.25649318827796
17406,18,GR,saline,M,1h,0.0
17407,19,GR,morphine,F,1h,36.753895912966776
17408,20,GR,morphine,F,1h,0.0
17409,21,GR,morphine,F,1h,0.0
17410,22,GR,morphine,M,4h,294.0311673037342
17411,23,GR,morphine,M,4h,0.0
17412,24,GR,saline,F,1h,0.0
17413,25,GR,saline,F,4h,0.0
17414,26,GR,saline,F,4h,24.50259727531118
17415,0,ECU,morphine,M,1h,0.0
17416,1,ECU,morphine,M,4h,4.884625153865692
17417,2,ECU,saline,M,1h,0.0
17418,3,ECU,saline,M,4h,4.884625153865692
17419,4,ECU,morphine,F,4h,4.884625153865692
17420,5,ECU,saline,F,4h,0.0
17421,6,ECU,morphine,M,1h,4.884625153865692
17422,7,ECU,morphine,M,4h,9.769250307731385
17423,8,ECU,saline,M,4h,0.0
17424,9,ECU,morphine,F,4h,0.0
17425,10,ECU,saline,F,1h,0.0
17426,11,ECU,saline,M,1h,0.0
17427,12,ECU,morphine,M,1h,0.0
17428,13,ECU,saline,M,4h,4.884625153865692
17429,14,ECU,morphine,M,1h,195.38500615462772
17430,15,ECU,morphine,F,4h,4.884625153865692
17431,16,ECU,saline,F,4h,14.653875461597078
17432,17,ECU,morphine,M,1h,0.0
17433,18,ECU,saline,M,1h,4.884625153865692
17434,19,ECU,morphine,F,1h,14.653875461597078
17435,20,ECU,morphine,F,1h,0.0
17436,21,ECU,morphine,F,1h,4.884625153865692
17437,22,ECU,morphine,M,4h,19.53850061546277
17438,23,ECU,morphine,M,4h,0.0
17439,24,ECU,saline,F,1h,0.0
17440,25,ECU,saline,F,4h,0.0
17441,26,ECU,saline,F,4h,4.884625153865692
17442,0,NTB,morphine,M,1h,0.0
17443,1,NTB,morphine,M,4h,0.0
17444,2,NTB,saline,M,1h,0.0
17445,3,NTB,saline,M,4h,0.0
17446,4,NTB,morphine,F,4h,58.269021598384015
17447,5,NTB,saline,F,4h,12.948671466307559
17448,6,NTB,morphine,M,1h,181.28140052830582
17449,7,NTB,morphine,M,4h,12.948671466307559
17450,8,NTB,saline,M,4h,0.0
17451,9,NTB,morphine,F,4h,0.0
17452,10,NTB,saline,F,1h,0.0
17453,11,NTB,saline,M,1h,0.0
17454,12,NTB,morphine,M,1h,19.42300719946134
17455,13,NTB,saline,M,4h,84.16636453099913
17456,14,NTB,morphine,M,1h,602.1132231833014
17457,15,NTB,morphine,F,4h,6.474335733153779
17458,16,NTB,saline,F,4h,19.42300719946134
17459,17,NTB,morphine,M,1h,32.3716786657689
17460,18,NTB,saline,M,1h,110.06370746361425
17461,19,NTB,morphine,F,1h,25.897342932615118
17462,20,NTB,morphine,F,1h,0.0
17463,21,NTB,morphine,F,1h,12.948671466307559
17464,22,NTB,morphine,M,4h,615.061894649609
17465,23,NTB,morphine,M,4h,161.85839332884447
17466,24,NTB,saline,F,1h,0.0
17467,25,NTB,saline,F,4h,32.3716786657689
17468,26,NTB,saline,F,4h,0.0
17469,0,NTS,morphine,M,1h,25.918089412696098
17470,1,NTS,morphine,M,4h,50.65808385208783
17471,2,NTS,saline,M,1h,168.46758118252464
17472,3,NTS,saline,M,4h,0.0
17473,4,NTS,morphine,F,4h,124.87806717026301
17474,5,NTS,saline,F,4h,1.178094973304368
17475,6,NTS,morphine,M,1h,172.00186610243773
17476,7,NTS,morphine,M,4h,3.534284919913104
17477,8,NTS,saline,M,4h,0.0
17478,9,NTS,morphine,F,4h,0.0
17479,10,NTS,saline,F,1h,0.0
17480,11,NTS,saline,M,1h,1.178094973304368
17481,12,NTS,morphine,M,1h,5.89047486652184
17482,13,NTS,saline,M,4h,0.0
17483,14,NTS,morphine,M,1h,18.849519572869887
17484,15,NTS,morphine,F,4h,53.014273798696564
17485,16,NTS,saline,F,4h,18.849519572869887
17486,17,NTS,morphine,M,1h,17.67142459956552
17487,18,NTS,saline,M,1h,7.068569839826208
17488,19,NTS,morphine,F,1h,76.57617326478392
17489,20,NTS,morphine,F,1h,4.712379893217472
17490,21,NTS,morphine,F,1h,7.068569839826208
17491,22,NTS,morphine,M,4h,686.8293694364465
17492,23,NTS,morphine,M,4h,15.315234652956784
17493,24,NTS,saline,F,1h,0.0
17494,25,NTS,saline,F,4h,7.068569839826208
17495,26,NTS,saline,F,4h,17.67142459956552
17496,0,SPVC,morphine,M,1h,38.074795556195426
17497,1,SPVC,morphine,M,4h,39.26463291732653
17498,2,SPVC,saline,M,1h,18.44247909753216
17499,3,SPVC,saline,M,4h,24.98658458375325
17500,4,SPVC,morphine,F,4h,16.062804375269945
17501,5,SPVC,saline,F,4h,0.0
17502,6,SPVC,morphine,M,1h,20.822153819794373
17503,7,SPVC,morphine,M,4h,0.0
17504,8,SPVC,saline,M,4h,0.5949186805655535
17505,9,SPVC,morphine,F,4h,0.0
17506,10,SPVC,saline,F,1h,0.0
17507,11,SPVC,saline,M,1h,3.569512083393321
17508,12,SPVC,morphine,M,1h,15.467885694704393
17509,13,SPVC,saline,M,4h,16.6577230558355
17510,14,SPVC,morphine,M,1h,379.5581182008232
17511,15,SPVC,morphine,F,4h,20.822153819794373
17512,16,SPVC,saline,F,4h,42.2392263201543
17513,17,SPVC,morphine,M,1h,85.66829000143971
17514,18,SPVC,saline,M,1h,4.759349444524428
17515,19,SPVC,morphine,F,1h,5.354268125089982
17516,20,SPVC,morphine,F,1h,0.0
17517,21,SPVC,morphine,F,1h,1.7847560416966606
17518,22,SPVC,morphine,M,4h,132.0719470855529
17519,23,SPVC,morphine,M,4h,223.09450521208257
17520,24,SPVC,saline,F,1h,0.0
17521,25,SPVC,saline,F,4h,75.5546724318253
17522,26,SPVC,saline,F,4h,4.759349444524428
17523,0,SPVI,morphine,M,1h,3.246075224547254
17524,1,SPVI,morphine,M,4h,7.574175523943593
17525,2,SPVI,saline,M,1h,38.4118901571425
17526,3,SPVI,saline,M,4h,0.0
17527,4,SPVI,morphine,F,4h,12.984300898189016
17528,5,SPVI,saline,F,4h,0.5410125374245424
17529,6,SPVI,morphine,M,1h,22.181514034406234
17530,7,SPVI,morphine,M,4h,2.1640501496981694
17531,8,SPVI,saline,M,4h,0.0
17532,9,SPVI,morphine,F,4h,0.0
17533,10,SPVI,saline,F,1h,0.0
17534,11,SPVI,saline,M,1h,1.0820250748490847
17535,12,SPVI,morphine,M,1h,0.0
17536,13,SPVI,saline,M,4h,4.328100299396339
17537,14,SPVI,morphine,M,1h,201.79767645935428
17538,15,SPVI,morphine,F,4h,3.246075224547254
17539,16,SPVI,saline,F,4h,34.08378985774617
17540,17,SPVI,morphine,M,1h,60.59340419154874
17541,18,SPVI,saline,M,1h,2.7050626871227115
17542,19,SPVI,morphine,F,1h,14.607338510462643
17543,20,SPVI,morphine,F,1h,1.0820250748490847
17544,21,SPVI,morphine,F,1h,0.0
17545,22,SPVI,morphine,M,4h,140.66325973038101
17546,23,SPVI,morphine,M,4h,1.0820250748490847
17547,24,SPVI,saline,F,1h,0.0
17548,25,SPVI,saline,F,4h,25.42758925895349
17549,26,SPVI,saline,F,4h,3.246075224547254
17550,0,SPVO,morphine,M,1h,0.0
17551,1,SPVO,morphine,M,4h,0.0
17552,2,SPVO,saline,M,1h,7.0255025743448725
17553,3,SPVO,saline,M,4h,0.0
17554,4,SPVO,morphine,F,4h,5.018216124532051
17555,5,SPVO,saline,F,4h,1.0036432249064102
17556,6,SPVO,morphine,M,1h,4.014572899625641
17557,7,SPVO,morphine,M,4h,2.0072864498128205
17558,8,SPVO,saline,M,4h,0.0
17559,9,SPVO,morphine,F,4h,0.0
17560,10,SPVO,saline,F,1h,0.0
17561,11,SPVO,saline,M,1h,0.0
17562,12,SPVO,morphine,M,1h,0.0
17563,13,SPVO,saline,M,4h,7.0255025743448725
17564,14,SPVO,morphine,M,1h,162.59020243483846
17565,15,SPVO,morphine,F,4h,39.142085771350004
17566,16,SPVO,saline,F,4h,30.10929674719231
17567,17,SPVO,morphine,M,1h,14.051005148689745
17568,18,SPVO,saline,M,1h,5.018216124532051
17569,19,SPVO,morphine,F,1h,24.087437397753845
17570,20,SPVO,morphine,F,1h,0.0
17571,21,SPVO,morphine,F,1h,1.0036432249064102
17572,22,SPVO,morphine,M,4h,3.0109296747192307
17573,23,SPVO,morphine,M,4h,1.0036432249064102
17574,24,SPVO,saline,F,1h,0.0
17575,25,SPVO,saline,F,4h,5.018216124532051
17576,26,SPVO,saline,F,4h,0.0
17577,0,Pa5,morphine,M,1h,0.0
17578,1,Pa5,morphine,M,4h,9.743359900227995
17579,2,Pa5,saline,M,1h,0.0
17580,3,Pa5,saline,M,4h,0.0
17581,4,Pa5,morphine,F,4h,0.0
17582,5,Pa5,saline,F,4h,0.0
17583,6,Pa5,morphine,M,1h,0.0
17584,7,Pa5,morphine,M,4h,0.0
17585,8,Pa5,saline,M,4h,0.0
17586,9,Pa5,morphine,F,4h,0.0
17587,10,Pa5,saline,F,1h,0.0
17588,11,Pa5,saline,M,1h,0.0
17589,12,Pa5,morphine,M,1h,0.0
17590,13,Pa5,saline,M,4h,9.743359900227995
17591,14,Pa5,morphine,M,1h,38.97343960091198
17592,15,Pa5,morphine,F,4h,0.0
17593,16,Pa5,saline,F,4h,0.0
17594,17,Pa5,morphine,M,1h,233.8406376054719
17595,18,Pa5,saline,M,1h,0.0
17596,19,Pa5,morphine,F,1h,0.0
17597,20,Pa5,morphine,F,1h,0.0
17598,21,Pa5,morphine,F,1h,0.0
17599,22,Pa5,morphine,M,4h,9.743359900227995
17600,23,Pa5,morphine,M,4h,0.0
17601,24,Pa5,saline,F,1h,0.0
17602,25,Pa5,saline,F,4h,0.0
17603,26,Pa5,saline,F,4h,0.0
17604,0,MY-mot,morphine,M,1h,8.290857459919136
17605,1,MY-mot,morphine,M,4h,1.944063128532763
17606,2,MY-mot,saline,M,1h,46.31444512092759
17607,3,MY-mot,saline,M,4h,0.9720315642663815
17608,4,MY-mot,morphine,F,4h,30.87629674728506
17609,5,MY-mot,saline,F,4h,13.151015281251043
17610,6,MY-mot,morphine,M,1h,79.76376659715307
17611,7,MY-mot,morphine,M,4h,13.551263572419554
17612,8,MY-mot,saline,M,4h,1.8297064739131887
17613,9,MY-mot,morphine,F,4h,0.6289616004076586
17614,10,MY-mot,saline,F,1h,0.05717832730978715
17615,11,MY-mot,saline,M,1h,0.80049658233702
17616,12,MY-mot,morphine,M,1h,16.86760655638721
17617,13,MY-mot,saline,M,4h,20.927267795382097
17618,14,MY-mot,morphine,M,1h,199.43800565653757
17619,15,MY-mot,morphine,F,4h,37.966409333698664
17620,16,MY-mot,saline,F,4h,79.13480499674542
17621,17,MY-mot,morphine,M,1h,30.476048456116548
17622,18,MY-mot,saline,M,1h,8.519570769158285
17623,19,MY-mot,morphine,F,1h,40.42507740801951
17624,20,MY-mot,morphine,F,1h,1.7153498192936145
17625,21,MY-mot,morphine,F,1h,8.919819060326795
17626,22,MY-mot,morphine,M,4h,280.57405210912555
17627,23,MY-mot,morphine,M,4h,38.824084243345474
17628,24,MY-mot,saline,F,1h,0.0
17629,25,MY-mot,saline,F,4h,38.59537093410633
17630,26,MY-mot,saline,F,4h,2.9160946927991445
17631,0,VI,morphine,M,1h,0.0
17632,1,VI,morphine,M,4h,0.0
17633,2,VI,saline,M,1h,0.0
17634,3,VI,saline,M,4h,0.0
17635,4,VI,morphine,F,4h,0.0
17636,5,VI,saline,F,4h,0.0
17637,6,VI,morphine,M,1h,0.0
17638,7,VI,morphine,M,4h,0.0
17639,8,VI,saline,M,4h,0.0
17640,9,VI,morphine,F,4h,0.0
17641,10,VI,saline,F,1h,0.0
17642,11,VI,saline,M,1h,0.0
17643,12,VI,morphine,M,1h,0.0
17644,13,VI,saline,M,4h,0.0
17645,14,VI,morphine,M,1h,0.0
17646,15,VI,morphine,F,4h,65.93696426216538
17647,16,VI,saline,F,4h,164.84241065541343
17648,17,VI,morphine,M,1h,0.0
17649,18,VI,saline,M,1h,0.0
17650,19,VI,morphine,F,1h,65.93696426216538
17651,20,VI,morphine,F,1h,0.0
17652,21,VI,morphine,F,1h,0.0
17653,22,VI,morphine,M,4h,3461.690623763682
17654,23,VI,morphine,M,4h,65.93696426216538
17655,24,VI,saline,F,1h,0.0
17656,25,VI,saline,F,4h,0.0
17657,26,VI,saline,F,4h,0.0
17658,0,VII,morphine,M,1h,0.0
17659,1,VII,morphine,M,4h,0.0
17660,2,VII,saline,M,1h,0.0
17661,3,VII,saline,M,4h,0.0
17662,4,VII,morphine,F,4h,16.359507818754103
17663,5,VII,saline,F,4h,33.809649492091815
17664,6,VII,morphine,M,1h,142.8730349504525
17665,7,VII,morphine,M,4h,5.453169272918035
17666,8,VII,saline,M,4h,0.0
17667,9,VII,morphine,F,4h,0.0
17668,10,VII,saline,F,1h,0.0
17669,11,VII,saline,M,1h,0.0
17670,12,VII,morphine,M,1h,19.631409382504923
17671,13,VII,saline,M,4h,93.79451149419019
17672,14,VII,morphine,M,1h,867.0539143939675
17673,15,VII,morphine,F,4h,23.99394480083935
17674,16,VII,saline,F,4h,210.49233393463612
17675,17,VII,morphine,M,1h,40.353452619593455
17676,18,VII,saline,M,1h,14.17824010958689
17677,19,VII,morphine,F,1h,8.725070836668856
17678,20,VII,morphine,F,1h,6.543803127501642
17679,21,VII,morphine,F,1h,29.447114073757387
17680,22,VII,morphine,M,4h,326.09952252049845
17681,23,VII,morphine,M,4h,6.543803127501642
17682,24,VII,saline,F,1h,0.0
17683,25,VII,saline,F,4h,56.71296043834756
17684,26,VII,saline,F,4h,0.0
17685,0,ACVII,morphine,M,1h,0.0
17686,1,ACVII,morphine,M,4h,0.0
17687,2,ACVII,saline,M,1h,0.0
17688,3,ACVII,saline,M,4h,0.0
17689,4,ACVII,morphine,F,4h,0.0
17690,5,ACVII,saline,F,4h,0.0
17691,6,ACVII,morphine,M,1h,355.3660270078181
17692,7,ACVII,morphine,M,4h,0.0
17693,8,ACVII,saline,M,4h,0.0
17694,9,ACVII,morphine,F,4h,0.0
17695,10,ACVII,saline,F,1h,0.0
17696,11,ACVII,saline,M,1h,0.0
17697,12,ACVII,morphine,M,1h,0.0
17698,13,ACVII,saline,M,4h,0.0
17699,14,ACVII,morphine,M,1h,355.3660270078181
17700,15,ACVII,morphine,F,4h,177.68301350390905
17701,16,ACVII,saline,F,4h,0.0
17702,17,ACVII,morphine,M,1h,0.0
17703,18,ACVII,saline,M,1h,0.0
17704,19,ACVII,morphine,F,1h,177.68301350390905
17705,20,ACVII,morphine,F,1h,0.0
17706,21,ACVII,morphine,F,1h,0.0
17707,22,ACVII,morphine,M,4h,0.0
17708,23,ACVII,morphine,M,4h,0.0
17709,24,ACVII,saline,F,1h,0.0
17710,25,ACVII,saline,F,4h,177.68301350390905
17711,26,ACVII,saline,F,4h,0.0
17712,0,AMB,morphine,M,1h,0.0
17713,1,AMB,morphine,M,4h,0.0
17714,2,AMB,saline,M,1h,0.0
17715,3,AMB,saline,M,4h,0.0
17716,4,AMB,morphine,F,4h,23.208317861121426
17717,5,AMB,saline,F,4h,0.0
17718,6,AMB,morphine,M,1h,533.7913108057928
17719,7,AMB,morphine,M,4h,46.41663572224285
17720,8,AMB,saline,M,4h,0.0
17721,9,AMB,morphine,F,4h,0.0
17722,10,AMB,saline,F,1h,0.0
17723,11,AMB,saline,M,1h,0.0
17724,12,AMB,morphine,M,1h,0.0
17725,13,AMB,saline,M,4h,0.0
17726,14,AMB,morphine,M,1h,92.8332714444857
17727,15,AMB,morphine,F,4h,0.0
17728,16,AMB,saline,F,4h,185.6665428889714
17729,17,AMB,morphine,M,1h,92.8332714444857
17730,18,AMB,saline,M,1h,0.0
17731,19,AMB,morphine,F,1h,0.0
17732,20,AMB,morphine,F,1h,0.0
17733,21,AMB,morphine,F,1h,0.0
17734,22,AMB,morphine,M,4h,464.16635722242853
17735,23,AMB,morphine,M,4h,0.0
17736,24,AMB,saline,F,1h,0.0
17737,25,AMB,saline,F,4h,116.04158930560713
17738,26,AMB,saline,F,4h,0.0
17739,0,AMBd,morphine,M,1h,0.0
17740,1,AMBd,morphine,M,4h,0.0
17741,2,AMBd,saline,M,1h,0.0
17742,3,AMBd,saline,M,4h,0.0
17743,4,AMBd,morphine,F,4h,47.15201810637496
17744,5,AMBd,saline,F,4h,0.0
17745,6,AMBd,morphine,M,1h,518.6721991701245
17746,7,AMBd,morphine,M,4h,0.0
17747,8,AMBd,saline,M,4h,0.0
17748,9,AMBd,morphine,F,4h,0.0
17749,10,AMBd,saline,F,1h,0.0
17750,11,AMBd,saline,M,1h,0.0
17751,12,AMBd,morphine,M,1h,0.0
17752,13,AMBd,saline,M,4h,0.0
17753,14,AMBd,morphine,M,1h,188.60807242549984
17754,15,AMBd,morphine,F,4h,0.0
17755,16,AMBd,saline,F,4h,94.30403621274992
17756,17,AMBd,morphine,M,1h,188.60807242549984
17757,18,AMBd,saline,M,1h,0.0
17758,19,AMBd,morphine,F,1h,0.0
17759,20,AMBd,morphine,F,1h,0.0
17760,21,AMBd,morphine,F,1h,0.0
17761,22,AMBd,morphine,M,4h,94.30403621274992
17762,23,AMBd,morphine,M,4h,0.0
17763,24,AMBd,saline,F,1h,0.0
17764,25,AMBd,saline,F,4h,94.30403621274992
17765,26,AMBd,saline,F,4h,0.0
17766,0,AMBv,morphine,M,1h,0.0
17767,1,AMBv,morphine,M,4h,0.0
17768,2,AMBv,saline,M,1h,0.0
17769,3,AMBv,saline,M,4h,0.0
17770,4,AMBv,morphine,F,4h,0.0
17771,5,AMBv,saline,F,4h,0.0
17772,6,AMBv,morphine,M,1h,548.4460694698355
17773,7,AMBv,morphine,M,4h,91.40767824497257
17774,8,AMBv,saline,M,4h,0.0
17775,9,AMBv,morphine,F,4h,0.0
17776,10,AMBv,saline,F,1h,0.0
17777,11,AMBv,saline,M,1h,0.0
17778,12,AMBv,morphine,M,1h,0.0
17779,13,AMBv,saline,M,4h,0.0
17780,14,AMBv,morphine,M,1h,0.0
17781,15,AMBv,morphine,F,4h,0.0
17782,16,AMBv,saline,F,4h,274.22303473491775
17783,17,AMBv,morphine,M,1h,0.0
17784,18,AMBv,saline,M,1h,0.0
17785,19,AMBv,morphine,F,1h,0.0
17786,20,AMBv,morphine,F,1h,0.0
17787,21,AMBv,morphine,F,1h,0.0
17788,22,AMBv,morphine,M,4h,822.6691042047532
17789,23,AMBv,morphine,M,4h,0.0
17790,24,AMBv,saline,F,1h,0.0
17791,25,AMBv,saline,F,4h,137.11151736745887
17792,26,AMBv,saline,F,4h,0.0
17793,0,DMX,morphine,M,1h,97.59233957541592
17794,1,DMX,morphine,M,4h,132.03669471968036
17795,2,DMX,saline,M,1h,160.7403240065674
17796,3,DMX,saline,M,4h,0.0
17797,4,DMX,morphine,F,4h,315.73992215575737
17798,5,DMX,saline,F,4h,17.22217757213222
17799,6,DMX,morphine,M,1h,160.7403240065674
17800,7,DMX,morphine,M,4h,74.6294361459063
17801,8,DMX,saline,M,4h,0.0
17802,9,DMX,morphine,F,4h,0.0
17803,10,DMX,saline,F,1h,0.0
17804,11,DMX,saline,M,1h,5.740725857377408
17805,12,DMX,morphine,M,1h,5.740725857377408
17806,13,DMX,saline,M,4h,0.0
17807,14,DMX,morphine,M,1h,11.481451714754815
17808,15,DMX,morphine,F,4h,40.18508100164185
17809,16,DMX,saline,F,4h,0.0
17810,17,DMX,morphine,M,1h,45.92580685901926
17811,18,DMX,saline,M,1h,51.66653271639667
17812,19,DMX,morphine,F,1h,11.481451714754815
17813,20,DMX,morphine,F,1h,0.0
17814,21,DMX,morphine,F,1h,0.0
17815,22,DMX,morphine,M,4h,2973.695994121497
17816,23,DMX,morphine,M,4h,137.77742057705777
17817,24,DMX,saline,F,1h,0.0
17818,25,DMX,saline,F,4h,5.740725857377408
17819,26,DMX,saline,F,4h,28.703629286887036
17820,0,GRN,morphine,M,1h,0.0
17821,1,GRN,morphine,M,4h,0.0
17822,2,GRN,saline,M,1h,2.2867997533305333
17823,3,GRN,saline,M,4h,0.0
17824,4,GRN,morphine,F,4h,11.433998766652667
17825,5,GRN,saline,F,4h,19.05666461108778
17826,6,GRN,morphine,M,1h,92.99652330210836
17827,7,GRN,morphine,M,4h,4.954732798882822
17828,8,GRN,saline,M,4h,0.0
17829,9,GRN,morphine,F,4h,0.0
17830,10,GRN,saline,F,1h,0.38113329222175557
17831,11,GRN,saline,M,1h,0.0
17832,12,GRN,morphine,M,1h,15.245331688870221
17833,13,GRN,saline,M,4h,12.577398643317933
17834,14,GRN,morphine,M,1h,73.93985869102058
17835,15,GRN,morphine,F,4h,25.917063871079378
17836,16,GRN,saline,F,4h,28.584996916631667
17837,17,GRN,morphine,M,1h,6.098132675548089
17838,18,GRN,saline,M,1h,18.67553131886602
17839,19,GRN,morphine,F,1h,36.58879605328853
17840,20,GRN,morphine,F,1h,0.38113329222175557
17841,21,GRN,morphine,F,1h,2.2867997533305333
17842,22,GRN,morphine,M,4h,137.207985199832
17843,23,GRN,morphine,M,4h,14.101931812204956
17844,24,GRN,saline,F,1h,0.0
17845,25,GRN,saline,F,4h,45.35486177438891
17846,26,GRN,saline,F,4h,0.7622665844435111
17847,0,ICB,morphine,M,1h,18.702775491882996
17848,1,ICB,morphine,M,4h,0.0
17849,2,ICB,saline,M,1h,336.64995885389396
17850,3,ICB,saline,M,4h,0.0
17851,4,ICB,morphine,F,4h,18.702775491882996
17852,5,ICB,saline,F,4h,18.702775491882996
17853,6,ICB,morphine,M,1h,130.91942844318098
17854,7,ICB,morphine,M,4h,0.0
17855,8,ICB,saline,M,4h,0.0
17856,9,ICB,morphine,F,4h,0.0
17857,10,ICB,saline,F,1h,0.0
17858,11,ICB,saline,M,1h,0.0
17859,12,ICB,morphine,M,1h,0.0
17860,13,ICB,saline,M,4h,0.0
17861,14,ICB,morphine,M,1h,0.0
17862,15,ICB,morphine,F,4h,37.40555098376599
17863,16,ICB,saline,F,4h,0.0
17864,17,ICB,morphine,M,1h,205.73053041071296
17865,18,ICB,saline,M,1h,0.0
17866,19,ICB,morphine,F,1h,56.108326475648994
17867,20,ICB,morphine,F,1h,0.0
17868,21,ICB,morphine,F,1h,0.0
17869,22,ICB,morphine,M,4h,0.0
17870,23,ICB,morphine,M,4h,0.0
17871,24,ICB,saline,F,1h,0.0
17872,25,ICB,saline,F,4h,18.702775491882996
17873,26,ICB,saline,F,4h,0.0
17874,0,IO,morphine,M,1h,5.862145779841254
17875,1,IO,morphine,M,4h,0.0
17876,2,IO,saline,M,1h,0.0
17877,3,IO,saline,M,4h,0.0
17878,4,IO,morphine,F,4h,0.0
17879,5,IO,saline,F,4h,3.908097186560836
17880,6,IO,morphine,M,1h,0.0
17881,7,IO,morphine,M,4h,15.632388746243343
17882,8,IO,saline,M,4h,0.0
17883,9,IO,morphine,F,4h,0.0
17884,10,IO,saline,F,1h,0.0
17885,11,IO,saline,M,1h,0.0
17886,12,IO,morphine,M,1h,7.816194373121672
17887,13,IO,saline,M,4h,13.678340152962926
17888,14,IO,morphine,M,1h,0.0
17889,15,IO,morphine,F,4h,5.862145779841254
17890,16,IO,saline,F,4h,320.46396929798857
17891,17,IO,morphine,M,1h,0.0
17892,18,IO,saline,M,1h,0.0
17893,19,IO,morphine,F,1h,19.54048593280418
17894,20,IO,morphine,F,1h,3.908097186560836
17895,21,IO,morphine,F,1h,0.0
17896,22,IO,morphine,M,4h,78.16194373121672
17897,23,IO,morphine,M,4h,1.954048593280418
17898,24,IO,saline,F,1h,0.0
17899,25,IO,saline,F,4h,41.03502045888877
17900,26,IO,saline,F,4h,0.0
17901,0,IRN,morphine,M,1h,3.2403496985394664
17902,1,IRN,morphine,M,4h,0.0
17903,2,IRN,saline,M,1h,20.882253612809894
17904,3,IRN,saline,M,4h,0.0
17905,4,IRN,morphine,F,4h,25.202719877529184
17906,5,IRN,saline,F,4h,9.361010240225125
17907,6,IRN,morphine,M,1h,104.77130691944275
17908,7,IRN,morphine,M,4h,5.760621686292385
17909,8,IRN,saline,M,4h,0.0
17910,9,IRN,morphine,F,4h,0.0
17911,10,IRN,saline,F,1h,0.0
17912,11,IRN,saline,M,1h,0.0
17913,12,IRN,morphine,M,1h,5.0405439755058365
17914,13,IRN,saline,M,4h,3.2403496985394664
17915,14,IRN,morphine,M,1h,124.57344396607283
17916,15,IRN,morphine,F,4h,21.96237017898972
17917,16,IRN,saline,F,4h,74.52804306640773
17918,17,IRN,morphine,M,1h,22.682447889776267
17919,18,IRN,saline,M,1h,12.241321083371318
17920,19,IRN,morphine,F,1h,38.16411867168705
17921,20,IRN,morphine,F,1h,0.36003885539327407
17922,21,IRN,morphine,F,1h,2.1602331323596444
17923,22,IRN,morphine,M,4h,117.01262800281407
17924,23,IRN,morphine,M,4h,25.562758732922457
17925,24,IRN,saline,F,1h,0.0
17926,25,IRN,saline,F,4h,52.56567288741801
17927,26,IRN,saline,F,4h,1.4401554215730963
17928,0,ISN,morphine,M,1h,0.0
17929,1,ISN,morphine,M,4h,0.0
17930,2,ISN,saline,M,1h,138.42746400885937
17931,3,ISN,saline,M,4h,0.0
17932,4,ISN,morphine,F,4h,0.0
17933,5,ISN,saline,F,4h,0.0
17934,6,ISN,morphine,M,1h,0.0
17935,7,ISN,morphine,M,4h,0.0
17936,8,ISN,saline,M,4h,0.0
17937,9,ISN,morphine,F,4h,0.0
17938,10,ISN,saline,F,1h,0.0
17939,11,ISN,saline,M,1h,0.0
17940,12,ISN,morphine,M,1h,0.0
17941,13,ISN,saline,M,4h,0.0
17942,14,ISN,morphine,M,1h,0.0
17943,15,ISN,morphine,F,4h,0.0
17944,16,ISN,saline,F,4h,0.0
17945,17,ISN,morphine,M,1h,0.0
17946,18,ISN,saline,M,1h,0.0
17947,19,ISN,morphine,F,1h,276.85492801771875
17948,20,ISN,morphine,F,1h,0.0
17949,21,ISN,morphine,F,1h,0.0
17950,22,ISN,morphine,M,4h,0.0
17951,23,ISN,morphine,M,4h,0.0
17952,24,ISN,saline,F,1h,0.0
17953,25,ISN,saline,F,4h,0.0
17954,26,ISN,saline,F,4h,0.0
17955,0,LIN,morphine,M,1h,0.0
17956,1,LIN,morphine,M,4h,0.0
17957,2,LIN,saline,M,1h,0.0
17958,3,LIN,saline,M,4h,0.0
17959,4,LIN,morphine,F,4h,65.25711302531977
