,mouse_id,region,treatment,sex,time,density
1667,20,SSp-tr1,morphine,F,1h,0.0
1668,21,SSp-tr1,morphine,F,1h,4.862867146469559
1669,22,SSp-tr1,morphine,M,4h,0.0
1670,23,SSp-tr1,morphine,M,4h,0.0
1671,24,SSp-tr1,saline,F,1h,0.0
1672,25,SSp-tr1,saline,F,4h,0.0
1673,26,SSp-tr1,saline,F,4h,0.0
1674,0,SSp-tr2/3,morphine,M,1h,1755.8185087814525
1675,1,SSp-tr2/3,morphine,M,4h,450.75448276513094
1676,2,SSp-tr2/3,saline,M,1h,3256.76013725592
1677,3,SSp-tr2/3,saline,M,4h,700.9114208442089
1678,4,SSp-tr2/3,morphine,F,4h,129.79841126744608
1679,5,SSp-tr2/3,saline,F,4h,63.71922007674626
1680,6,SSp-tr2/3,morphine,M,1h,0.0
1681,7,SSp-tr2/3,morphine,M,4h,80.23901787442122
1682,8,SSp-tr2/3,saline,M,4h,167.55794909070312
1683,9,SSp-tr2/3,morphine,F,4h,205.31748691396018
1684,10,SSp-tr2/3,saline,F,1h,49.55939339302487
1685,11,SSp-tr2/3,saline,M,1h,23.599711139535653
1686,12,SSp-tr2/3,morphine,M,1h,292.6364181302421
1687,13,SSp-tr2/3,saline,M,4h,0.0
1688,14,SSp-tr2/3,morphine,M,1h,212.39740025582086
1689,15,SSp-tr2/3,morphine,F,4h,23.599711139535653
1690,16,SSp-tr2/3,saline,F,4h,2.359971113953565
1691,17,SSp-tr2/3,morphine,M,1h,0.0
1692,18,SSp-tr2/3,saline,M,1h,11.799855569767827
1693,19,SSp-tr2/3,morphine,F,1h,94.39884455814261
1694,20,SSp-tr2/3,morphine,F,1h,25.959682253489216
1695,21,SSp-tr2/3,morphine,F,1h,18.87976891162852
1696,22,SSp-tr2/3,morphine,M,4h,0.0
1697,23,SSp-tr2/3,morphine,M,4h,14.159826683721391
1698,24,SSp-tr2/3,saline,F,1h,4.71994222790713
1699,25,SSp-tr2/3,saline,F,4h,2.359971113953565
1700,26,SSp-tr2/3,saline,F,4h,23.599711139535653
1701,0,SSp-tr4,morphine,M,1h,824.898851688424
1702,1,SSp-tr4,morphine,M,4h,104.74906053186336
1703,2,SSp-tr4,saline,M,1h,301.1535490291072
1704,3,SSp-tr4,saline,M,4h,124.38950938158774
1705,4,SSp-tr4,morphine,F,4h,274.9662838961413
1706,5,SSp-tr4,saline,F,4h,19.64044884972438
1707,6,SSp-tr4,morphine,M,1h,13.09363256648292
1708,7,SSp-tr4,morphine,M,4h,85.10861168213899
1709,8,SSp-tr4,saline,M,4h,78.56179539889752
1710,9,SSp-tr4,morphine,F,4h,196.4044884972438
1711,10,SSp-tr4,saline,F,1h,124.38950938158774
1712,11,SSp-tr4,saline,M,1h,19.64044884972438
1713,12,SSp-tr4,morphine,M,1h,150.5767745145536
1714,13,SSp-tr4,saline,M,4h,0.0
1715,14,SSp-tr4,morphine,M,1h,104.74906053186336
1716,15,SSp-tr4,morphine,F,4h,6.54681628324146
1717,16,SSp-tr4,saline,F,4h,6.54681628324146
1718,17,SSp-tr4,morphine,M,1h,72.01497911565606
1719,18,SSp-tr4,saline,M,1h,0.0
1720,19,SSp-tr4,morphine,F,1h,130.9363256648292
1721,20,SSp-tr4,morphine,F,1h,72.01497911565606
1722,21,SSp-tr4,morphine,F,1h,45.82771398269022
1723,22,SSp-tr4,morphine,M,4h,0.0
1724,23,SSp-tr4,morphine,M,4h,576.1198329252485
1725,24,SSp-tr4,saline,F,1h,45.82771398269022
1726,25,SSp-tr4,saline,F,4h,19.64044884972438
1727,26,SSp-tr4,saline,F,4h,0.0
1728,0,SSp-tr5,morphine,M,1h,509.90634720089747
1729,1,SSp-tr5,morphine,M,4h,25.495317360044872
1730,2,SSp-tr5,saline,M,1h,113.31252160019943
1731,3,SSp-tr5,saline,M,4h,39.6593825600698
1732,4,SSp-tr5,morphine,F,4h,195.46409976034403
1733,5,SSp-tr5,saline,F,4h,5.665626080009972
1734,6,SSp-tr5,morphine,M,1h,70.82032600012465
1735,7,SSp-tr5,morphine,M,4h,33.99375648005983
1736,8,SSp-tr5,saline,M,4h,39.6593825600698
1737,9,SSp-tr5,morphine,F,4h,294.6125561605185
1738,10,SSp-tr5,saline,F,1h,76.48595208013462
1739,11,SSp-tr5,saline,M,1h,19.8296912800349
1740,12,SSp-tr5,morphine,M,1h,84.98439120014957
1741,13,SSp-tr5,saline,M,4h,0.0
1742,14,SSp-tr5,morphine,M,1h,209.62816496036896
1743,15,SSp-tr5,morphine,F,4h,33.99375648005983
1744,16,SSp-tr5,saline,F,4h,14.164065200024929
1745,17,SSp-tr5,morphine,M,1h,178.4672215203141
1746,18,SSp-tr5,saline,M,1h,25.495317360044872
1747,19,SSp-tr5,morphine,F,1h,110.47970856019445
1748,20,SSp-tr5,morphine,F,1h,254.95317360044874
1749,21,SSp-tr5,morphine,F,1h,19.8296912800349
1750,22,SSp-tr5,morphine,M,4h,0.0
1751,23,SSp-tr5,morphine,M,4h,1405.075267842473
1752,24,SSp-tr5,saline,F,1h,36.826569520064815
1753,25,SSp-tr5,saline,F,4h,8.498439120014957
1754,26,SSp-tr5,saline,F,4h,0.0
1755,0,SSp-tr6a,morphine,M,1h,141.68806299537152
1756,1,SSp-tr6a,morphine,M,4h,12.88073299957923
1757,2,SSp-tr6a,saline,M,1h,64.40366499789614
1758,3,SSp-tr6a,saline,M,4h,4.29357766652641
1759,4,SSp-tr6a,morphine,F,4h,72.99082033094896
1760,5,SSp-tr6a,saline,F,4h,17.17431066610564
1761,6,SSp-tr6a,morphine,M,1h,540.9907859823277
1762,7,SSp-tr6a,morphine,M,4h,25.76146599915846
1763,8,SSp-tr6a,saline,M,4h,0.0
1764,9,SSp-tr6a,morphine,F,4h,34.34862133221128
1765,10,SSp-tr6a,saline,F,1h,90.1651309970546
1766,11,SSp-tr6a,saline,M,1h,4.29357766652641
1767,12,SSp-tr6a,morphine,M,1h,4.29357766652641
1768,13,SSp-tr6a,saline,M,4h,0.0
1769,14,SSp-tr6a,morphine,M,1h,72.99082033094896
1770,15,SSp-tr6a,morphine,F,4h,8.58715533305282
1771,16,SSp-tr6a,saline,F,4h,4.29357766652641
1772,17,SSp-tr6a,morphine,M,1h,197.50457266021485
1773,18,SSp-tr6a,saline,M,1h,17.17431066610564
1774,19,SSp-tr6a,morphine,F,1h,17.17431066610564
1775,20,SSp-tr6a,morphine,F,1h,51.52293199831692
1776,21,SSp-tr6a,morphine,F,1h,0.0
1777,22,SSp-tr6a,morphine,M,4h,0.0
1778,23,SSp-tr6a,morphine,M,4h,1318.1283436236079
1779,24,SSp-tr6a,saline,F,1h,90.1651309970546
1780,25,SSp-tr6a,saline,F,4h,4.29357766652641
1781,26,SSp-tr6a,saline,F,4h,0.0
1782,0,SSp-tr6b,morphine,M,1h,148.51779243153328
1783,1,SSp-tr6b,morphine,M,4h,0.0
1784,2,SSp-tr6b,saline,M,1h,29.703558486306658
1785,3,SSp-tr6b,saline,M,4h,29.703558486306658
1786,4,SSp-tr6b,morphine,F,4h,178.22135091783994
1787,5,SSp-tr6b,saline,F,4h,0.0
1788,6,SSp-tr6b,morphine,M,1h,89.11067545891997
1789,7,SSp-tr6b,morphine,M,4h,59.407116972613316
1790,8,SSp-tr6b,saline,M,4h,29.703558486306658
1791,9,SSp-tr6b,morphine,F,4h,59.407116972613316
1792,10,SSp-tr6b,saline,F,1h,0.0
1793,11,SSp-tr6b,saline,M,1h,0.0
1794,12,SSp-tr6b,morphine,M,1h,29.703558486306658
1795,13,SSp-tr6b,saline,M,4h,0.0
1796,14,SSp-tr6b,morphine,M,1h,267.3320263767599
1797,15,SSp-tr6b,morphine,F,4h,0.0
1798,16,SSp-tr6b,saline,F,4h,0.0
1799,17,SSp-tr6b,morphine,M,1h,0.0
1800,18,SSp-tr6b,saline,M,1h,0.0
1801,19,SSp-tr6b,morphine,F,1h,0.0
1802,20,SSp-tr6b,morphine,F,1h,59.407116972613316
1803,21,SSp-tr6b,morphine,F,1h,0.0
1804,22,SSp-tr6b,morphine,M,4h,0.0
1805,23,SSp-tr6b,morphine,M,4h,1069.3281055070397
1806,24,SSp-tr6b,saline,F,1h,29.703558486306658
1807,25,SSp-tr6b,saline,F,4h,29.703558486306658
1808,26,SSp-tr6b,saline,F,4h,0.0
1809,0,SSp-un,morphine,M,1h,318.4582185985937
1810,1,SSp-un,morphine,M,4h,503.03723584603733
1811,2,SSp-un,saline,M,1h,880.1171165747204
1812,3,SSp-un,saline,M,4h,191.7086788578599
1813,4,SSp-un,morphine,F,4h,152.89163231226016
1814,5,SSp-un,saline,F,4h,22.973354078008004
1815,6,SSp-un,morphine,M,1h,233.69446389697796
1816,7,SSp-un,morphine,M,4h,36.44049267546097
1817,8,SSp-un,saline,M,4h,27.72646181828552
1818,9,SSp-un,morphine,F,4h,91.89341631203202
1819,10,SSp-un,saline,F,1h,99.0230779224483
1820,11,SSp-un,saline,M,1h,72.08880072754236
1821,12,SSp-un,morphine,M,1h,46.73889277939559
1822,13,SSp-un,saline,M,4h,0.0
1823,14,SSp-un,morphine,M,1h,201.21489433841492
1824,15,SSp-un,morphine,F,4h,21.38898483124883
1825,16,SSp-un,saline,F,4h,0.0
1826,17,SSp-un,morphine,M,1h,52.284185143052696
1827,18,SSp-un,saline,M,1h,9.506215480555037
1828,19,SSp-un,morphine,F,1h,33.271754181942626
1829,20,SSp-un,morphine,F,1h,86.3481239483749
1830,21,SSp-un,morphine,F,1h,17.4280617143509
1831,22,SSp-un,morphine,M,4h,119.61987813031755
1832,23,SSp-un,morphine,M,4h,468.18111241733556
1833,24,SSp-un,saline,F,1h,91.89341631203202
1834,25,SSp-un,saline,F,4h,19.012430961110073
1835,26,SSp-un,saline,F,4h,7.129661610416277
1836,0,SSp-un1,morphine,M,1h,968.4793070259865
1837,1,SSp-un1,morphine,M,4h,2111.405197305101
1838,2,SSp-un1,saline,M,1h,2556.5447545717034
1839,3,SSp-un1,saline,M,4h,433.1087584215592
1840,4,SSp-un1,morphine,F,4h,24.06159769008662
1841,5,SSp-un1,saline,F,4h,18.046198267564968
1842,6,SSp-un1,morphine,M,1h,30.07699711260828
1843,7,SSp-un1,morphine,M,4h,6.015399422521655
1844,8,SSp-un1,saline,M,4h,18.046198267564968
1845,9,SSp-un1,morphine,F,4h,12.03079884504331
1846,10,SSp-un1,saline,F,1h,18.046198267564968
1847,11,SSp-un1,saline,M,1h,18.046198267564968
1848,12,SSp-un1,morphine,M,1h,30.07699711260828
1849,13,SSp-un1,saline,M,4h,0.0
1850,14,SSp-un1,morphine,M,1h,30.07699711260828
1851,15,SSp-un1,morphine,F,4h,48.12319538017324
1852,16,SSp-un1,saline,F,4h,0.0
1853,17,SSp-un1,morphine,M,1h,0.0
1854,18,SSp-un1,saline,M,1h,0.0
1855,19,SSp-un1,morphine,F,1h,36.092396535129936
1856,20,SSp-un1,morphine,F,1h,0.0
1857,21,SSp-un1,morphine,F,1h,6.015399422521655
1858,22,SSp-un1,morphine,M,4h,30.07699711260828
1859,23,SSp-un1,morphine,M,4h,0.0
1860,24,SSp-un1,saline,F,1h,378.9701636188643
1861,25,SSp-un1,saline,F,4h,0.0
1862,26,SSp-un1,saline,F,4h,6.015399422521655
1863,0,SSp-un2/3,morphine,M,1h,536.9921200931591
1864,1,SSp-un2/3,morphine,M,4h,757.2192255246232
1865,2,SSp-un2/3,saline,M,1h,1945.8422329218406
1866,3,SSp-un2/3,saline,M,4h,398.2188755747022
1867,4,SSp-un2/3,morphine,F,4h,184.02538947012755
1868,5,SSp-un2/3,saline,F,4h,27.151286971002428
1869,6,SSp-un2/3,morphine,M,1h,81.45386091300728
1870,7,SSp-un2/3,morphine,M,4h,60.33619326889428
1871,8,SSp-un2/3,saline,M,4h,36.20171596133657
1872,9,SSp-un2/3,morphine,F,4h,102.57152855712027
1873,10,SSp-un2/3,saline,F,1h,93.52109956678613
1874,11,SSp-un2/3,saline,M,1h,27.151286971002428
1875,12,SSp-un2/3,morphine,M,1h,66.36981259578371
1876,13,SSp-un2/3,saline,M,4h,0.0
1877,14,SSp-un2/3,morphine,M,1h,193.0758184604617
1878,15,SSp-un2/3,morphine,F,4h,15.08404831722357
1879,16,SSp-un2/3,saline,F,4h,0.0
1880,17,SSp-un2/3,morphine,M,1h,0.0
1881,18,SSp-un2/3,saline,M,1h,6.033619326889428
1882,19,SSp-un2/3,morphine,F,1h,3.016809663444714
1883,20,SSp-un2/3,morphine,F,1h,117.65557687434385
1884,21,SSp-un2/3,morphine,F,1h,0.0
1885,22,SSp-un2/3,morphine,M,4h,87.48748023989671
1886,23,SSp-un2/3,morphine,M,4h,9.050428990334142
1887,24,SSp-un2/3,saline,F,1h,111.62195754745441
1888,25,SSp-un2/3,saline,F,4h,42.235335288226
1889,26,SSp-un2/3,saline,F,4h,18.100857980668284
1890,0,SSp-un4,morphine,M,1h,122.38599478529241
1891,1,SSp-un4,morphine,M,4h,95.78034374501145
1892,2,SSp-un4,saline,M,1h,133.0282552014048
1893,3,SSp-un4,saline,M,4h,122.38599478529241
1894,4,SSp-un4,morphine,F,4h,180.91842707391052
1895,5,SSp-un4,saline,F,4h,58.532432288618104
1896,6,SSp-un4,morphine,M,1h,63.8535624966743
1897,7,SSp-un4,morphine,M,4h,63.8535624966743
1898,8,SSp-un4,saline,M,4h,37.24791145639334
1899,9,SSp-un4,morphine,F,4h,95.78034374501145
1900,10,SSp-un4,saline,F,1h,53.211302080561914
1901,11,SSp-un4,saline,M,1h,31.92678124833715
1902,12,SSp-un4,morphine,M,1h,37.24791145639334
1903,13,SSp-un4,saline,M,4h,0.0
1904,14,SSp-un4,morphine,M,1h,260.73538019475336
1905,15,SSp-un4,morphine,F,4h,15.963390624168575
1906,16,SSp-un4,saline,F,4h,0.0
1907,17,SSp-un4,morphine,M,1h,117.06486457723621
1908,18,SSp-un4,saline,M,1h,5.321130208056192
1909,19,SSp-un4,morphine,F,1h,21.284520832224768
1910,20,SSp-un4,morphine,F,1h,106.42260416112383
1911,21,SSp-un4,morphine,F,1h,21.284520832224768
1912,22,SSp-un4,morphine,M,4h,154.31277603362955
1913,23,SSp-un4,morphine,M,4h,835.417442664822
1914,24,SSp-un4,saline,F,1h,42.569041664449536
1915,25,SSp-un4,saline,F,4h,21.284520832224768
1916,26,SSp-un4,saline,F,4h,5.321130208056192
1917,0,SSp-un5,morphine,M,1h,42.63929482358961
1918,1,SSp-un5,morphine,M,4h,50.391893882424085
1919,2,SSp-un5,saline,M,1h,34.88669576475514
1920,3,SSp-un5,saline,M,4h,46.51559435300685
1921,4,SSp-un5,morphine,F,4h,240.33057082386873
1922,5,SSp-un5,saline,F,4h,15.50519811766895
1923,6,SSp-un5,morphine,M,1h,259.7120684709549
1924,7,SSp-un5,morphine,M,4h,42.63929482358961
1925,8,SSp-un5,saline,M,4h,11.628898588251712
1926,9,SSp-un5,morphine,F,4h,162.80458023552396
1927,10,SSp-un5,saline,F,1h,158.92828070610673
1928,11,SSp-un5,saline,M,1h,228.701672235617
1929,12,SSp-un5,morphine,M,1h,93.0311887060137
1930,13,SSp-un5,saline,M,4h,0.0
1931,14,SSp-un5,morphine,M,1h,376.001054353472
1932,15,SSp-un5,morphine,F,4h,34.88669576475514
1933,16,SSp-un5,saline,F,4h,0.0
1934,17,SSp-un5,morphine,M,1h,89.15488917659646
1935,18,SSp-un5,saline,M,1h,0.0
1936,19,SSp-un5,morphine,F,1h,96.90748823543093
1937,20,SSp-un5,morphine,F,1h,189.93867694144464
1938,21,SSp-un5,morphine,F,1h,15.50519811766895
1939,22,SSp-un5,morphine,M,4h,201.56757552969634
1940,23,SSp-un5,morphine,M,4h,845.0332974129577
1941,24,SSp-un5,saline,F,1h,7.752599058834475
1942,25,SSp-un5,saline,F,4h,7.752599058834475
1943,26,SSp-un5,saline,F,4h,0.0
1944,0,SSp-un6a,morphine,M,1h,91.79239958931402
1945,1,SSp-un6a,morphine,M,4h,6.799437006615853
1946,2,SSp-un6a,saline,M,1h,20.398311019847558
1947,3,SSp-un6a,saline,M,4h,10.199155509923779
1948,4,SSp-un6a,morphine,F,4h,101.9915550992378
1949,5,SSp-un6a,saline,F,4h,6.799437006615853
1950,6,SSp-un6a,morphine,M,1h,615.3490490987347
1951,7,SSp-un6a,morphine,M,4h,6.799437006615853
1952,8,SSp-un6a,saline,M,4h,30.59746652977134
1953,9,SSp-un6a,morphine,F,4h,67.99437006615854
1954,10,SSp-un6a,saline,F,1h,129.1893031257012
1955,11,SSp-un6a,saline,M,1h,44.196340543003046
1956,12,SSp-un6a,morphine,M,1h,3.3997185033079265
1957,13,SSp-un6a,saline,M,4h,0.0
1958,14,SSp-un6a,morphine,M,1h,125.78958462239328
1959,15,SSp-un6a,morphine,F,4h,6.799437006615853
1960,16,SSp-un6a,saline,F,4h,0.0
1961,17,SSp-un6a,morphine,M,1h,67.99437006615854
1962,18,SSp-un6a,saline,M,1h,30.59746652977134
1963,19,SSp-un6a,morphine,F,1h,13.598874013231706
1964,20,SSp-un6a,morphine,F,1h,3.3997185033079265
1965,21,SSp-un6a,morphine,F,1h,37.39690353638719
1966,22,SSp-un6a,morphine,M,4h,118.99014761577743
1967,23,SSp-un6a,morphine,M,4h,693.542574674817
1968,24,SSp-un6a,saline,F,1h,20.398311019847558
1969,25,SSp-un6a,saline,F,4h,13.598874013231706
1970,26,SSp-un6a,saline,F,4h,3.3997185033079265
1971,0,SSp-un6b,morphine,M,1h,81.41333550435562
1972,1,SSp-un6b,morphine,M,4h,0.0
1973,2,SSp-un6b,saline,M,1h,40.70666775217781
1974,3,SSp-un6b,saline,M,4h,0.0
1975,4,SSp-un6b,morphine,F,4h,81.41333550435562
1976,5,SSp-un6b,saline,F,4h,0.0
1977,6,SSp-un6b,morphine,M,1h,122.12000325653344
1978,7,SSp-un6b,morphine,M,4h,0.0
1979,8,SSp-un6b,saline,M,4h,40.70666775217781
1980,9,SSp-un6b,morphine,F,4h,0.0
1981,10,SSp-un6b,saline,F,1h,81.41333550435562
1982,11,SSp-un6b,saline,M,1h,40.70666775217781
1983,12,SSp-un6b,morphine,M,1h,0.0
1984,13,SSp-un6b,saline,M,4h,0.0
1985,14,SSp-un6b,morphine,M,1h,81.41333550435562
1986,15,SSp-un6b,morphine,F,4h,0.0
1987,16,SSp-un6b,saline,F,4h,0.0
1988,17,SSp-un6b,morphine,M,1h,40.70666775217781
1989,18,SSp-un6b,saline,M,1h,0.0
1990,19,SSp-un6b,morphine,F,1h,81.41333550435562
1991,20,SSp-un6b,morphine,F,1h,0.0
1992,21,SSp-un6b,morphine,F,1h,81.41333550435562
1993,22,SSp-un6b,morphine,M,4h,40.70666775217781
1994,23,SSp-un6b,morphine,M,4h,366.3600097696003
1995,24,SSp-un6b,saline,F,1h,0.0
1996,25,SSp-un6b,saline,F,4h,0.0
1997,26,SSp-un6b,saline,F,4h,0.0
1998,0,SSs,morphine,M,1h,716.5539940400272
1999,1,SSs,morphine,M,4h,493.0051156765647
2000,2,SSs,saline,M,1h,1093.570951597454
2001,3,SSs,saline,M,4h,488.0151853559517
2002,4,SSs,morphine,F,4h,222.55089229933992
2003,5,SSs,saline,F,4h,12.308494790845407
2004,6,SSs,morphine,M,1h,255.70620709630188
2005,7,SSs,morphine,M,4h,69.41547512674977
2006,8,SSs,saline,M,4h,24.838764262606947
2007,9,SSs,morphine,F,4h,79.28444842751772
2008,10,SSs,saline,F,1h,101.0183671572988
2009,11,SSs,saline,M,1h,65.42353087025937
2010,12,SSs,morphine,M,1h,98.91150768859552
2011,13,SSs,saline,M,4h,14.082692238174475
2012,14,SSs,morphine,M,1h,232.19809091919174
2013,15,SSs,morphine,F,4h,74.62718012827891
2014,16,SSs,saline,F,4h,10.201635322142138
2015,17,SSs,morphine,M,1h,114.10307333135067
2016,18,SSs,saline,M,1h,7.09678978931627
2017,19,SSs,morphine,F,1h,99.02239502905358
2018,20,SSs,morphine,F,1h,95.6957748153116
2019,21,SSs,morphine,F,1h,33.37708947787809
2020,22,SSs,morphine,M,4h,663.9933946629036
2021,23,SSs,morphine,M,4h,357.05723627497485
2022,24,SSs,saline,F,1h,25.06053894352308
2023,25,SSs,saline,F,4h,24.72787692214888
2024,26,SSs,saline,F,4h,15.96777702596161
2025,0,SSs1,morphine,M,1h,496.74330244640015
2026,1,SSs1,morphine,M,4h,1034.6799519249407
2027,2,SSs1,saline,M,1h,1050.0264929761304
2028,3,SSs1,saline,M,4h,1064.5653213404153
2029,4,SSs1,morphine,F,4h,21.000529859522608
2030,5,SSs1,saline,F,4h,4.038563434523579
2031,6,SSs1,morphine,M,1h,12.923402990475452
2032,7,SSs1,morphine,M,4h,4.846276121428295
2033,8,SSs1,saline,M,4h,2.4231380607141473
2034,9,SSs1,morphine,F,4h,7.269414182142442
2035,10,SSs1,saline,F,1h,1.6154253738094315
2036,11,SSs1,saline,M,1h,3.230850747618863
2037,12,SSs1,morphine,M,1h,15.346541051189599
2038,13,SSs1,saline,M,4h,0.0
2039,14,SSs1,morphine,M,1h,73.50185450832913
2040,15,SSs1,morphine,F,4h,64.61701495237726
2041,16,SSs1,saline,F,4h,7.269414182142442
2042,17,SSs1,morphine,M,1h,3.230850747618863
2043,18,SSs1,saline,M,1h,0.8077126869047158
2044,19,SSs1,morphine,F,1h,77.54041794285271
2045,20,SSs1,morphine,F,1h,77.54041794285271
2046,21,SSs1,morphine,F,1h,15.346541051189599
2047,22,SSs1,morphine,M,4h,672.0169555047235
2048,23,SSs1,morphine,M,4h,189.8124814226082
2049,24,SSs1,saline,F,1h,38.77020897142636
2050,25,SSs1,saline,F,4h,26.65451866785562
2051,26,SSs1,saline,F,4h,37.96249628452164
2052,0,SSs2/3,morphine,M,1h,1159.2398592138604
2053,1,SSs2/3,morphine,M,4h,1032.0403087454583
2054,2,SSs2/3,saline,M,1h,3325.3596765310776
2055,3,SSs2/3,saline,M,4h,1178.8090208243837
2056,4,SSs2/3,morphine,F,4h,212.46518319996798
2057,5,SSs2/3,saline,F,4h,7.454918708770806
2058,6,SSs2/3,morphine,M,1h,192.43008917014643
2059,7,SSs2/3,morphine,M,4h,47.99103918771206
2060,8,SSs2/3,saline,M,4h,11.182378063156209
2061,9,SSs2/3,morphine,F,4h,27.49001273859235
2062,10,SSs2/3,saline,F,1h,39.60425564034491
2063,11,SSs2/3,saline,M,1h,40.53612047894126
2064,12,SSs2/3,morphine,M,1h,42.39985015613396
2065,13,SSs2/3,saline,M,4h,6.05712145087628
2066,14,SSs2/3,morphine,M,1h,141.64345546664532
2067,15,SSs2/3,morphine,F,4h,90.39088934384603
2068,16,SSs2/3,saline,F,4h,10.250513224559858
2069,17,SSs2/3,morphine,M,1h,48.45697160701024
2070,18,SSs2/3,saline,M,1h,6.523053870174455
2071,19,SSs2/3,morphine,F,1h,34.94493144736315
2072,20,SSs2/3,morphine,F,1h,84.33376789296975
2073,21,SSs2/3,morphine,F,1h,37.27459354385403
2074,22,SSs2/3,morphine,M,4h,900.647366503373
2075,23,SSs2/3,morphine,M,4h,460.80716268589543
2076,24,SSs2/3,saline,F,1h,33.54713418946863
2077,25,SSs2/3,saline,F,4h,42.39985015613396
2078,26,SSs2/3,saline,F,4h,29.35374241578505
2079,0,SSs4,morphine,M,1h,801.0870794507028
2080,1,SSs4,morphine,M,4h,480.6522476704217
2081,2,SSs4,saline,M,1h,889.3351748340423
2082,3,SSs4,saline,M,4h,263.8875085249374
2083,4,SSs4,morphine,F,4h,301.5857240284999
2084,5,SSs4,saline,F,4h,42.83888125404828
2085,6,SSs4,morphine,M,1h,367.55760115973425
2086,7,SSs4,morphine,M,4h,131.9437542624687
2087,8,SSs4,saline,M,4h,29.987216877833795
2088,9,SSs4,morphine,F,4h,66.82865475631532
2089,10,SSs4,saline,F,1h,59.97443375566759
2090,11,SSs4,saline,M,1h,58.26087850550566
2091,12,SSs4,morphine,M,1h,86.53454013317753
2092,13,SSs4,saline,M,4h,29.13043925275283
2093,14,SSs4,morphine,M,1h,147.36575151392609
2094,15,SSs4,morphine,F,4h,5.997443375566759
2095,16,SSs4,saline,F,4h,16.278774876538346
2096,17,SSs4,morphine,M,1h,55.69054563026276
2097,18,SSs4,saline,M,1h,2.570332875242897
2098,19,SSs4,morphine,F,1h,71.11254288172015
2099,20,SSs4,morphine,F,1h,123.37597801165904
2100,21,SSs4,morphine,F,1h,80.53709675761077
2101,22,SSs4,morphine,M,4h,1118.0948007306602
2102,23,SSs4,morphine,M,4h,474.65480429485496
2103,24,SSs4,saline,F,1h,42.83888125404828
2104,25,SSs4,saline,F,4h,34.271105003238624
2105,26,SSs4,saline,F,4h,12.851664376214483
2106,0,SSs5,morphine,M,1h,600.7734557880153
2107,1,SSs5,morphine,M,4h,172.49930908764796
2108,2,SSs5,saline,M,1h,106.15342097701414
2109,3,SSs5,saline,M,4h,63.142983167361855
2110,4,SSs5,morphine,F,4h,349.5741966656845
2111,5,SSs5,saline,F,4h,12.811619773087912
2112,6,SSs5,morphine,M,1h,523.9037371494878
2113,7,SSs5,morphine,M,4h,132.2342183722288
2114,8,SSs5,saline,M,4h,62.22786746928415
2115,9,SSs5,morphine,F,4h,166.55105705014287
2116,10,SSs5,saline,F,1h,150.99409018282182
2117,11,SSs5,saline,M,1h,167.92373059725944
2118,12,SSs5,morphine,M,1h,215.50974689730023
2119,13,SSs5,saline,M,4h,30.656375885603218
2120,14,SSs5,morphine,M,1h,495.99270835811774
2121,15,SSs5,morphine,F,4h,78.6999500346829
2122,16,SSs5,saline,F,4h,6.86336773558281
2123,17,SSs5,morphine,M,1h,268.5864573858073
2124,18,SSs5,saline,M,1h,13.269177622126767
2125,19,SSs5,morphine,F,1h,197.20743293574608
2126,20,SSs5,morphine,F,1h,178.44756112515307
2127,21,SSs5,morphine,F,1h,42.552879960613424
2128,22,SSs5,morphine,M,4h,865.6994503815118
2129,23,SSs5,morphine,M,4h,398.075328663803
2130,24,SSs5,saline,F,1h,22.877892451942703
2131,25,SSs5,saline,F,4h,16.472082565398743
2132,26,SSs5,saline,F,4h,6.86336773558281
2133,0,SSs6a,morphine,M,1h,502.13491752638987
2134,1,SSs6a,morphine,M,4h,5.788298761111123
2135,2,SSs6a,saline,M,1h,66.56543575277792
2136,3,SSs6a,saline,M,4h,48.71818123935195
2137,4,SSs6a,morphine,F,4h,174.13132106342627
2138,5,SSs6a,saline,F,4h,5.305940531018529
2139,6,SSs6a,morphine,M,1h,140.84860318703733
2140,7,SSs6a,morphine,M,4h,34.247434336574145
2141,8,SSs6a,saline,M,4h,11.576597522222245
2142,9,SSs6a,morphine,F,4h,97.91872070879649
2143,10,SSs6a,saline,F,1h,191.97857557685222
2144,11,SSs6a,saline,M,1h,29.423852035648206
2145,12,SSs6a,morphine,M,1h,100.81287008935205
2146,13,SSs6a,saline,M,4h,5.788298761111123
2147,14,SSs6a,morphine,M,1h,206.44932247963004
2148,15,SSs6a,morphine,F,4h,104.18937770000021
2149,16,SSs6a,saline,F,4h,13.023672212500026
2150,17,SSs6a,morphine,M,1h,128.78964743472247
2151,18,SSs6a,saline,M,1h,6.75301522129631
2152,19,SSs6a,morphine,F,1h,95.98928778842611
2153,20,SSs6a,morphine,F,1h,25.082627964814865
2154,21,SSs6a,morphine,F,1h,3.376507610648155
2155,22,SSs6a,morphine,M,4h,12.541313982407432
2156,23,SSs6a,morphine,M,4h,272.05004177222276
2157,24,SSs6a,saline,F,1h,2.8941493805555614
2158,25,SSs6a,saline,F,4h,8.200089911574091
2159,26,SSs6a,saline,F,4h,1.9294329203703742
2160,0,SSs6b,morphine,M,1h,336.4802245765156
2161,1,SSs6b,morphine,M,4h,0.0
2162,2,SSs6b,saline,M,1h,81.71662596858236
2163,3,SSs6b,saline,M,4h,28.841162106558482
